Timestamp,Label,User ID,Engagement
2018-05-14 10:40:15.000,None,None,-2.3438278272152724
2018-05-14 10:40:16.000,None,None,-14.431959182813484
2018-05-14 10:40:16.000,None,None,39.12776128506782
2018-05-14 10:40:17.000,None,None,16.067326083618923
2018-05-14 10:40:18.000,None,None,9.930274780007533
2018-05-14 10:40:18.000,None,None,2.3054534633994206
2018-05-14 10:40:19.000,None,None,-7.365051621079148
2018-05-14 10:40:20.000,None,None,-11.270447905195494
2018-05-14 10:40:20.000,None,None,-10.340591647072557
2018-05-14 10:40:21.000,None,None,-15.361815440936427
2018-05-14 10:40:22.000,None,None,-12.200304163318435
2018-05-14 10:40:22.000,None,None,-13.502102924690547
2018-05-14 10:40:23.000,None,None,-13.316131673065962
2018-05-14 10:40:23.000,None,None,-15.361815440936427
2018-05-14 10:40:24.000,None,None,-14.803901686062662
2018-05-14 10:40:25.000,None,None,-13.502102924690547
2018-05-14 10:40:25.000,None,None,-14.060016679564312
2018-05-14 10:40:26.000,None,None,-10.526562898697142
2018-05-14 10:40:26.000,None,None,17.369124844991045
2018-05-14 10:40:27.000,None,None,33.3626524847056
2018-05-14 10:40:28.000,None,None,27.225601181094195
2018-05-14 10:40:28.000,None,None,26.481716174595853
2018-05-14 10:40:29.000,None,None,34.478479994453124
2018-05-14 10:40:30.000,None,None,-8.480879130826679
2018-05-14 10:40:31.000,None,None,3.4212809731469513
2018-05-14 10:40:32.000,None,None,41.359416304562885
2018-05-14 10:40:33.000,None,None,34.292508742828545
2018-05-14 10:40:33.000,None,None,41.359416304562885
2018-05-14 10:40:34.000,None,None,39.499703788317
2018-05-14 10:40:35.000,None,None,25.365888664848317
2018-05-14 10:40:36.000,None,None,21.088549877482805
2018-05-14 10:40:37.000,None,None,18.48495235473857
2018-05-14 10:40:37.000,None,None,9.186389773509168
2018-05-14 10:40:38.000,None,None,1.189625953651896
2018-05-14 10:40:39.000,None,None,9.558332276758346
2018-05-14 10:40:40.000,None,None,40.61553129806453
